,statistischer_Bezirk_Name,statistischer_Bezirk_Nr,Stichtag,Indikator,Einheit,Wert
251,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,3413
252,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,4074
253,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,7331
254,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,156
255,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,846
256,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2365
257,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1613
258,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1632
259,Drackendorf / Lobeda-Ost,131,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1031
260,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,627
261,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,316
262,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,311
263,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,621
264,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,6
265,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,92
266,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,145
267,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,173
268,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,161
269,Drackendorf,132,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,56
270,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,189
271,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,92
272,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,97
273,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,188
274,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
275,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,41
276,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,47
277,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,46
278,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,40
279,Ilmnitz,133,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,15
280,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,375
281,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,182
282,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,193
283,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,374
284,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
285,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,60
286,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,69
287,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,99
288,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,84
289,Maua,141,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,63
290,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,138
291,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,73
292,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,65
293,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,138
294,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
295,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,29
296,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,29
297,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,34
298,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,30
299,Leutra,142,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,16
300,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,280
301,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,148
302,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,132
303,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,278
304,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
305,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,58
306,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,72
307,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,73
308,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,54
309,Münchenroda,151,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,23
310,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,46
311,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,25
312,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,21
313,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,46
314,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
315,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,3
316,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,13
317,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,7
318,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,15
319,Remderoda,152,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,8
320,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,134
321,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,69
322,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,65
323,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,133
324,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
325,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,21
326,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,38
327,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,25
328,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,33
329,Krippendorf,161,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,17
330,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,105
331,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,49
332,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,56
333,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,105
334,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
335,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,11
336,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,26
337,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,20
338,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,23
339,Vierzehnheiligen,162,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,25
340,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,874
341,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,441
342,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,433
343,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,864
344,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,10
345,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,156
346,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,177
347,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,248
348,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,184
349,Isserstedt,170,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,109
350,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1365
351,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,700
352,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,665
353,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1346
354,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,19
355,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,225
356,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,390
357,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,374
358,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,283
359,Cospeda,181,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,93
360,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,164
361,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,77
362,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,87
363,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,164
364,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
365,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,35
366,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,36
367,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,43
368,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,24
369,Lützeroda,182,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,26
370,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,141
371,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,70
372,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,71
373,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,141
374,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
375,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,23
376,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,26
377,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,44
378,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,32
379,Closewitz,183,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,16
380,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,724
381,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,395
382,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,329
383,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,722
384,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
385,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,158
386,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,162
387,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,205
388,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,135
389,Kunitz,191,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,64
390,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,55
391,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,33
392,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,22
393,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,55
394,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
395,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,6
396,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,16
397,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,10
398,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,16
399,Laasan,192,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,7
400,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,410
401,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,197
402,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,213
403,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,409
404,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
405,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,84
406,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,77
407,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,110
408,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,86
409,Jenaprießnitz,201,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,53
410,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,880
411,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,433
412,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,447
413,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,876
414,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,4
415,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,144
416,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,202
417,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,264
418,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,217
419,Wogau,202,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,53
420,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,32
421,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,28
422,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,4
423,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,25
424,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,7
425,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,0
426,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,19
427,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,7
428,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,6
429,außerhalb / sonstiges / nicht zugeordnet,999,2002-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,0
430,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,106459
431,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,51124
432,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,55335
433,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,103449
434,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3010
435,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,14490
436,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,34381
437,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,21343
438,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,19821
439,Jena (gesamt),0,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,16424
440,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,442
441,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,237
442,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,205
443,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,441
444,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
445,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,70
446,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,92
447,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,115
448,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,97
449,Ammerbach Ort,11,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,68
450,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2335
451,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,1105
452,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1230
453,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2308
454,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,27
455,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,305
456,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,585
457,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,520
458,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,440
459,Beutenberg / Winzerlaer Straße,12,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,485
460,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,415
461,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,205
462,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,210
463,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,413
464,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
465,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,58
466,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,124
467,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,92
468,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,83
469,Burgau Ort,21,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,58
470,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,886
471,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,448
472,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,438
473,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,883
474,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3
475,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,119
476,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,171
477,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,194
478,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,228
479,Ringwiese Flur Burgau,22,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,174
480,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,626
481,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,318
482,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,308
483,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,619
484,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,7
485,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,98
486,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,147
487,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,161
488,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,124
489,Göschwitz,30,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,96
490,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,4370
491,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,2163
492,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,2207
493,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,4149
494,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,221
495,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,467
496,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2282
497,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,769
498,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,375
499,Jena-Zentrum,41,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,477
500,Jena-West,42,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,8762
